id	date	class	matched	source	document	line	text
INL-36fcc067	2026-09-02	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	385	⚠ **[CORRECTED 2026-09-02 — this section presented a four-variable one-liner as "equivalently"
INL-38833a7a	-	C3	correction	inline	documentation/REBUILD_FROM_SPEC.md	392	`403f7202…` itself is unchanged and was not re-derived for this correction.]**
INL-11616128	2026-09-02	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	401	- **The C6/C7 boundary adjacencies** (from [`SPECIFICATION.md`](SPECIFICATION.md) §C6, §C7) are NOT required in `solutions.bin` — the file holds the C1–C5 solutions its producing run reached **within that run's node budget**, an exactly-reproducible *slice* whose record count is a **lower bound** on the C1–C5 space and never its cardinality ([`SOLUTIONS_FORMAT.md`](SOLUTIONS_FORMAT.md) §Overview) [...truncated]
INL-7d6e128	2026-09-02	C1	retracted	inline	documentation/REBUILD_FROM_SPEC.md	419	⚠ **[CORRECTED 2026-09-02 — the sentence opening this block used to run on and pair correctness with an unconditional byte-reproducibility guarantee (the retired wording is registered in [`RETRACTED_PHRASES.tsv`](RETRACTED_PHRASES.tsv), not requoted here). It contradicted this section's own preceding bullet two lines earlier. Executed on this tree: a two-record artifact holding natural King Wen pl [...truncated]
INL-1afde651	-	C3	correction	inline	documentation/REBUILD_FROM_SPEC.md	425	> document. A verifier built from the pre-correction recipe accepted artifacts both shipped verifiers
INL-14cf3af4	2026-09-02	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	438	> ✅ **[CORRECTED 2026-09-02, later the same day — the sentence that closed this addendum read that
INL-1686ee97	2026-09-01	C2	propagation	inline	documentation/REBUILD_FROM_SPEC.md	448	- **2026-09-01**: Reserved-field conformance brought into line with the normative spec and the shipped readers (propagation of the 2026-08-28 hardening, which had not reached this document). Header bytes 16-31 and record bit 0 both change from "advisory / tolerate" to "MUST be zero — reject", in the prose, in the header table, and in the supplied Python. Verified by execution against both shipped [...truncated]
INL-d79d671	2026-09-02	C2	propagated	inline	documentation/REBUILD_FROM_SPEC.md	449	- **2026-09-02**: Eight corrections from the Codex V2-F48 review pass, seven of them applied as charged and one applied against its own prescription. (1) The recipe described `solutions.bin` as the complete C1-C5 population in two places; it is the slice a budgeted run reached, and its record count is a floor — the 2026-08-28 correction in `SOLUTIONS_FORMAT.md` §Overview had not propagated here. ( [...truncated]
INL-34b288bf	2026-09-02	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	450	- **2026-09-02 (later the same day)**: The one open item the entry above left behind is **closed**, and the two places this document still told a reader it was open are corrected in place with dated markers, the superseded reading preserved in each. `verify.c --check-artifact` now enforces the format version, the reserved bytes and the file geometry — it counts `BAD_HDR_VERSION`, `BAD_HDR_RESERVED [...truncated]
INL-1681ae3	2026-07-04	C3	corrected	inline	documentation/REBUILD_FROM_SPEC.md	454	*Revision 2026-07-04 (primary-evidence sweep): the d3 100T record count cited in this document was corrected 3,432,399,298 → 3,432,399,297 — a 2026-05-30 doc-pass "correction" divided the file size by 32 without subtracting the 32-byte header; the sha256 anchor `915abf30…` is unaffected. See [CANONICAL_HASHES.md](CANONICAL_HASHES.md) §d3 100T.*
INL-d4c5096	2026-09-02	C3	corrected	inline	documentation/ROAE_PY_CLI.md	166	*(Corrected 2026-09-02, adjudicated correction. The three summaries above read
INL-2002f1ff	-	C3	corrected	inline	documentation/ROAE_PY_CLI.md	168	translated titles corrected the **data** description at §FILES but not the
INL-25bcfb4f	-	C1	retracted	inline	documentation/ROAE_PY_CLI.md	179	edits outside this documentation pass, and the retracted-phrase registry cannot
INL-330137b6	-	C4	caveat	inline	documentation/ROAE_PY_CLI.md	231	skipped on re-run — subject to the validation caveat documented
INL-31fd240f	-	C3	correction	inline	documentation/ROAE_PY_CLI.md	381	`tests.py` gate `CAST_SEED_DETERMINISTIC=1` holds it. The correction
INL-14c578f6	-	C4	caveats	inline	documentation/ROAE_PY_CLI.md	640	methodological caveats.
INL-926ab47	2026-04-15	C3	corrections	inline	documentation/ROAE_PY_CLI.md	653	- 2026-04-15+ multiple analysis-section additions and corrections
INL-3b655dd5	2026-04-09	C3	corrected	inline	documentation/ROAE_PY_CLI.md	666	corrected 2026-04-09, `5494ebac`), the XOR-as-theorem realization
INL-2fd9e97b	-	C4	caveat	inline	documentation/ROAE_PY_CLI.md	668	caveat. [HISTORY.md](HISTORY.md) frames this whole phase as its
INL-b93f50a	2026-09-02	C3	corrections	inline	documentation/SAT_CLI.md	77	applied to both (see [CORRECTIONS.md](CORRECTIONS.md), 2026-09-02).
INL-264c0507	2026-09-01	C4	caveat	inline	documentation/SAT_CLI.md	91	guarded-but-not-derived for these two tables. *(Caveat added 2026-09-01.)*
INL-3ab88f7f	-	C4	qualified	inline	documentation/SAT_CLI.md	172	unqualified, immediately after naming `TARGET`.)*
INL-34c88b1c	-	C4	caveat	inline	documentation/SAT_CLI.md	233	to write on failure. With `--run` (see the caveat above): kissat
INL-1ee321ba	2026-08-24	C1	withdrawn	inline	documentation/SEARCH_SPACE_SIZE.md	3	**Result:** The total number of hexagram orderings satisfying constraints C1–C5 is **estimated at ≈1.3×10³⁸** (raw), or **≈3×10³⁷ distinct canonical orderings** after orientation-deduplication — the quantity the published enumerations count. This is a **statistical estimate** from an unbiased Monte-Carlo tree-size estimator (Knuth 1975), validated to **<1%** against exact subtree counts; it is **n [...truncated]
INL-2b60ebe8	-	C4	caveat	inline	documentation/SEARCH_SPACE_SIZE.md	5	This closes the long-standing "the total count of C1–C5 orderings is not yet known" caveat carried in [`enumeration/LEADERBOARD.md`](../enumeration/LEADERBOARD.md), [`CANONICAL_HASHES.md`](CANONICAL_HASHES.md), and [`SOLVE_SUMMARY.md`](SOLVE_SUMMARY.md) — replacing "not yet known" with "known to ≈1% as an estimate, still astronomically unexhaustible."
INL-32a4aca0	2026-08-27	C3	corrections	inline	documentation/SEARCH_SPACE_SIZE.md	35	Agreement is **<1% at every depth**. *(A 56-branch cross-sum was run at the same time and is deliberately NOT restated here — scoped out 2026-08-27, TR-4 v1.22, see [CORRECTIONS.md](CORRECTIONS.md). Its per-branch values were never archived; the untraced-claims audit records the claim as NOT FOUND, and the "(below)" the sentence used to point at publishes only three order statistics (min/median/ma [...truncated]
INL-2d2283cf	2026-07-01	C3	supersedes	inline	documentation/SEARCH_SPACE_SIZE.md	39	5×10¹⁰ probes (the 100×-probe definitive run, completed 2026-07-01; the earlier 5×10⁸ run gave 1.32×10³⁸ (rel. err 0.18%), ≈2σ below the definitive value — an unremarkable deviation for one early draw from a right-skewed weight distribution, in the direction (low) such skew predicts; the 100× run supersedes it):
INL-23616a8c	2026-08-28	C1	withdrawn	inline	documentation/SEARCH_SPACE_SIZE.md	43	| **C1–C5 orderings, RAW (orientation-explicit)** ⚠ **[HEADER CORRECTED 2026-08-28 — read "canonical (C1–C5) orderings (raw)", one cell asserting both object conventions at once. That cell is the root of the raw/canonical conflation withdrawn on 2026-08-24 and of the per-branch label defect corrected on 2026-08-28: in this corpus "canonical" means orientation-DEDUPLICATED, ceiling 31!, while this [...truncated]
INL-1800d343	2026-08-24	C1	withdrawn	inline	documentation/SEARCH_SPACE_SIZE.md	44	| — distinct canonical (after ~4× orientation-dedup) | **≈3.3×10³⁷** | — | — | ⚠ **[WITHDRAWN 2026-08-24 — this figure exceeds its own 31! ≈ 8.2228×10³³ ceiling by ~4,013×; see documentation/CORRECTIONS.md]**
INL-21f4161d	2026-08-28	C1	withdrawn	inline	documentation/SEARCH_SPACE_SIZE.md	54	- raw orderings per branch (orientations counted, not deduplicated): **min 1.26×10³⁶, median 2.26×10³⁶, max 3.46×10³⁶ — a spread of only ≈2.7×**. ⚠ **[LABEL CORRECTED 2026-08-28 — these per-branch figures are RAW (orientations counted), not canonical. They sum to 1.33×10³⁸, the raw whole-tree estimate (TR-4 §3), and sit at ≈8×10⁻⁶ of the raw per-branch ceiling 30!·2³⁰ ≈ 2.85×10⁴¹ — the same fracti [...truncated]
INL-2918bfa2	-	C1	withdrawn	inline	documentation/SEARCH_SPACE_SIZE.md	55	- **Roughly uniform: there is no small or near-exhaustible branch.** This answers the practical question behind single-branch deep-enumeration ("which branch is cheapest to exhaust, and does its structure extrapolate?"): every branch is comparably enormous (~2×10³⁶ **raw**), so no single-branch walk can exhaust anything, and extrapolation from one branch to the whole is well-founded in raw size. * [...truncated]
INL-38562cf0	2026-09-01	C3	corrected	inline	documentation/SEARCH_SPACE_SIZE.md	93	⚠ **[SCOPE CORRECTED 2026-09-01 — clause (2) read "computed with King Wen held known, so reordering the
INL-528a559	2026-08-24	C1	withdrawn	inline	documentation/SEARCH_SPACE_SIZE.md	113	1. **The space is ≈10³⁸ orderings and cannot be exhausted.** The deepest published canonical (d3 560T) found 1.05×10¹⁰ distinct orderings — ≈1 part in 10²⁷ of the ≈3×10³⁷ distinct-canonical total. Exhausting the space, or even any *single* first-level branch (~2×10³⁶ **raw**; ≥≈10²⁷ canonical under the worst-case 2³⁰ dedup bound — see §"per first-level branch"), is off by 17+ orders of magnitude — [...truncated]
INL-2e4088df	2026-08-01	C3	correction	inline	documentation/SEARCH_SPACE_SIZE.md	117	3. **Earlier crude size estimates were vast undercounts.** A prior product-of-averages estimate put the tree at 10¹⁴–10¹⁵ nodes; the unbiased estimator gives 2.09×10⁴⁰ — a ≈25-order-of-magnitude correction (log₁₀(2.09×10⁴⁰) = 40.3 against 10¹⁴–10¹⁵ is 25.3–26.3 orders; corrected 2026-08-01 from "≈20", which disagreed with TR-4 §3's ≈25). Product-of-per-level-averages is severely biased downward fo [...truncated]
INL-2f491470	2026-08-21	C2	propagation	inline	documentation/SEARCH_SPACE_SIZE.md	122	⚠ **Every `--estimate-knuth` command below requires a stack limit of at least 16 MB** — `ulimit -s 16384` suffices, and `ulimit -s unlimited` is one way to satisfy it, not the requirement itself. Under the default 8 MB stack the estimator does not start: `main` allocates a ~7.23 MB frame and `estimate_tree_knuth` a further ~1.02 MB, so the 8 MB limit is exceeded the moment the estimator would be e [...truncated]
INL-1e43f361	2026-07-26	C3	corrected	inline	documentation/SEARCH_SPACE_SIZE.md	123	- **Reproducible:** `gcc -O3 -pthread -fopenmp -o solve solve.c -lm -lz`, then `solve --estimate-knuth 500000000` (whole tree) or `solve --estimate-knuth 100000000 <p1> <o1>` (one branch). Pure compute; no data disk required. The exact-count validation is `solve --estimate-knuth 0 <prefix>`. **The definitive whole-tree run is `SOLVE_THREADS=32 ./solve --estimate-knuth 50000000000`** (5×10¹⁰ probes [...truncated]
INL-15495d1a	2026-07-04	C3	corrected	inline	documentation/SEARCH_SPACE_SIZE.md	144	canonical depth; corrected 2026-07-04 from "4" — see [BOUNDARY_MINIMUM.md](BOUNDARY_MINIMUM.md)). Closing
INL-8de3d55	2026-08-28	C3	corrected	inline	documentation/SEARCH_SPACE_SIZE.md	148	⚠ **[CORRECTED 2026-08-28 — this read "KW plus seven others even in its own immediate neighborhood", which
INL-28b41805	2026-08-28	C3	corrected	inline	documentation/SEARCH_SPACE_SIZE.md	153	free gives **also 8** (tree_nodes 1169 → 233, a strict subtree) ⚠ **[RUN DESCRIPTION CORRECTED 2026-08-28 — first published as "tree_nodes 1169 → 233" with the words "every free slot". That run pinned slots 24–32, which leaves position 23 order-free (pins 24–31 give the identical 233, so slot 32 was a no-op); pinning all nine free steps 23–32 gives **75** nodes. The survivor count is **8** in ever [...truncated]
INL-1d0bd88e	-	C3	corrected	inline	documentation/SEARCH_SPACE_SIZE.md	171	**The slot labels are corrected too.** `SOLVE_KNUTH_PIN_SLOTS` takes **step** numbers and accepts 1–31 (`(knuth_pin_mask >> step) & 1u`, `solve.c`), so a "slot 32" cannot be named at all — the earlier marker's "slots 24–32" is not a range the flag can express, which is why its own author found slot 32 to be "a no-op". Steps are 0-based and **position = step + 1**. After the 22-pair prefix the free [...truncated]
INL-96b1c63	2026-08-28	C3	corrections	inline	documentation/SEARCH_SPACE_SIZE.md	176	must not be read as evidence for the first. See CORRECTIONS.md 2026-08-28.]**
INL-2026a3a1	2026-07-04	C3	corrected	inline	documentation/SEARCH_SPACE_SIZE.md	199	leave only KW plus a single impostor (the full identifying set has 5 boundaries; corrected 2026-07-04,
INL-aa4bfd1	-	C3	rounding	inline	documentation/SEARCH_SPACE_SIZE.md	221	to the estimate's four-sig-fig rounding, not a measured estimator error; the true error is unresolved at
